CD_Cliente,cluster,UF,regiao,DS_SEGMENTO,DS_SUBSEGMENTO,categoria_faturamento,MARCA_TOTVS,MODAL_COMERC,PERIODICIDADE,SITUACAO_CONTRATO,Tempo_relacionamento,nps_aquisicao,nps_implantacao,nps_produto,nps_relacional,nps_suporte
T01008,2,SP,Sudeste,VAREJO,DROGARIA,Média,CROSS - INTERA,MODALIDADE INTERA 17,00 - Mensal,ATIVO,8219,sem_nps,sem_nps,promotor,sem_nps,promotor
T01008,2,SP,Sudeste,VAREJO,DROGARIA,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,6051,sem_nps,sem_nps,promotor,sem_nps,promotor
T01104,2,MG,Sudeste,LOGISTICA,TRANSPORTADOR,Média,BACKOFFICE - PARCEIRO,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,ATIVO,5954,sem_nps,sem_nps,promotor,promotor,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,GESPLAN,MODALIDADE ASSINATURA COMPLEMENTAR,11 - Anual,ATIVO,7766,sem_nps,sem_nps,promotor,promotor,promotor
T01060,0,PR,Sul,MANUFATURA,METAL-MECANICO & PLASTICO,Média,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,184,sem_nps,sem_nps,promotor,passivo,sem_nps
T00673,2,SP,Sudeste,MANUFATURA,QUIMICA & RECICLAGEM,Média,CLOUD INTERA,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,ATIVO,3555,sem_nps,sem_nps,detrator,promotor,passivo
T01173,2,ES,Sudeste,MANUFATURA,BENS DE CONSUMO,Média,FLUIG - CORE,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,GRATUITO,6419,sem_nps,sem_nps,promotor,detrator,promotor
T01173,2,ES,Sudeste,MANUFATURA,BENS DE CONSUMO,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4508,sem_nps,sem_nps,promotor,detrator,promotor
T00737,2,SP,Sudeste,MANUFATURA,METAL-MECANICO & PLASTICO,Média,MANUFATURA - PARCEIRO,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,8044,sem_nps,sem_nps,promotor,promotor,detrator
T01205,0,PE,Nordeste,MANUFATURA,BENS DE CONSUMO,Média,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,5089,sem_nps,sem_nps,promotor,passivo,passivo
T01104,2,MG,Sudeste,LOGISTICA,TRANSPORTADOR,Média,BACKOFFICE - PARCEIRO,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,3480,sem_nps,sem_nps,promotor,promotor,promotor
T01008,2,SP,Sudeste,VAREJO,DROGARIA,Média,SOFTWARE COMPLEMENTAR,null,00 - Mensal,CANCELADO,5645,sem_nps,sem_nps,promotor,sem_nps,promotor
T01008,2,SP,Sudeste,VAREJO,DROGARIA,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,7122,sem_nps,sem_nps,promotor,sem_nps,promotor
T01205,0,PE,Nordeste,MANUFATURA,BENS DE CONSUMO,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,5089,sem_nps,sem_nps,promotor,passivo,passivo
T01526,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Baixa,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,6727,sem_nps,sem_nps,promotor,promotor,sem_nps
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,PRIME,MODALIDADE SERVICOS RECORRENTES,00 - Mensal,ATIVO,6230,sem_nps,sem_nps,promotor,promotor,promotor
T01060,0,PR,Sul,MANUFATURA,METAL-MECANICO & PLASTICO,Média,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,184,sem_nps,sem_nps,promotor,passivo,sem_nps
T01104,2,MG,Sudeste,LOGISTICA,TRANSPORTADOR,Média,GOODDATA,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,CANCELADO,5310,sem_nps,sem_nps,promotor,promotor,promotor
T00788,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4504,sem_nps,sem_nps,passivo,sem_nps,promotor
T00971,0,RS,Sul,MANUFATURA,BENS DURAVEIS,Baixa,RH - CORE,MODALIDADE ASSINATURA (INTERA),00 - Mensal,ATIVO,8413,sem_nps,sem_nps,detrator,promotor,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,MODALIDADE TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,173,sem_nps,sem_nps,promotor,promotor,promotor
T00737,2,SP,Sudeste,MANUFATURA,METAL-MECANICO & PLASTICO,Média,SOFTWARE COMPLEMENTAR,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,ATIVO,3570,sem_nps,sem_nps,promotor,promotor,detrator
T00971,0,RS,Sul,MANUFATURA,BENS DURAVEIS,Baixa,CLOUD INTERA,MODALIDADE SERVICOS RECORRENTES,00 - Mensal,ATIVO,8413,sem_nps,sem_nps,detrator,promotor,promotor
T01104,2,MG,Sudeste,LOGISTICA,TRANSPORTADOR,Média,BACKOFFICE - PARCEIRO,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,3480,sem_nps,sem_nps,promotor,promotor,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,6310,sem_nps,sem_nps,promotor,promotor,promotor
T01205,0,PE,Nordeste,MANUFATURA,BENS DE CONSUMO,Média,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,1546,sem_nps,sem_nps,promotor,passivo,passivo
T00971,0,RS,Sul,MANUFATURA,BENS DURAVEIS,Baixa,MANUFATURA - CORE,MODALIDADE TRADICIONAL,00 - Mensal,TROCADO,5584,sem_nps,sem_nps,detrator,promotor,promotor
T00788,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,BSO,MODALIDADE SERVICOS RECORRENTES,00 - Mensal,ATIVO,4389,sem_nps,sem_nps,passivo,sem_nps,promotor
T00788,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,EDUCACIONAL - CORE,MODALIDADE SERVICOS RECORRENTES,00 - Mensal,CANCELADO,1394,sem_nps,sem_nps,passivo,sem_nps,promotor
T00788,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4504,sem_nps,sem_nps,passivo,sem_nps,promotor
T01008,2,SP,Sudeste,VAREJO,DROGARIA,Média,BACKOFFICE - CORE,MODALIDADE SERVICOS RECORRENTES,00 - Mensal,CANCELADO,10698,sem_nps,sem_nps,promotor,sem_nps,promotor
T00538,2,ES,Sudeste,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Alta,SERVICOS - CORE,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,ATIVO,4846,sem_nps,sem_nps,promotor,promotor,promotor
T01008,2,SP,Sudeste,VAREJO,DROGARIA,Média,DISTRIBUICAO & VAREJO - CORE,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,7076,sem_nps,sem_nps,promotor,sem_nps,promotor
T01205,0,PE,Nordeste,MANUFATURA,BENS DE CONSUMO,Média,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,2683,sem_nps,sem_nps,promotor,passivo,passivo
T01008,2,SP,Sudeste,VAREJO,DROGARIA,Média,BACKOFFICE - PARCEIRO,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,5728,sem_nps,sem_nps,promotor,sem_nps,promotor
T00788,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,RH - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,1876,sem_nps,sem_nps,passivo,sem_nps,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,MODALIDADE TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,1873,sem_nps,sem_nps,promotor,promotor,promotor
T00788,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4504,sem_nps,sem_nps,passivo,sem_nps,promotor
T01008,2,SP,Sudeste,VAREJO,DROGARIA,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,7076,sem_nps,sem_nps,promotor,sem_nps,promotor
T01008,2,SP,Sudeste,VAREJO,DROGARIA,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,6112,sem_nps,sem_nps,promotor,sem_nps,promotor
T01205,0,PE,Nordeste,MANUFATURA,BENS DE CONSUMO,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4909,sem_nps,sem_nps,promotor,passivo,passivo
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,GESPLAN,MODALIDADE ASSINATURA COMPLEMENTAR,11 - Anual,TROCADO,7126,sem_nps,sem_nps,promotor,promotor,promotor
T01173,2,ES,Sudeste,MANUFATURA,BENS DE CONSUMO,Média,SOFTWARE COMPLEMENTAR,null,00 - Mensal,ATIVO,4785,sem_nps,sem_nps,promotor,detrator,promotor
T01205,0,PE,Nordeste,MANUFATURA,BENS DE CONSUMO,Média,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,2683,sem_nps,sem_nps,promotor,passivo,passivo
T00673,2,SP,Sudeste,MANUFATURA,QUIMICA & RECICLAGEM,Média,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4398,sem_nps,sem_nps,detrator,promotor,passivo
T01205,0,PE,Nordeste,MANUFATURA,BENS DE CONSUMO,Média,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4016,sem_nps,sem_nps,promotor,passivo,passivo
T01173,2,ES,Sudeste,MANUFATURA,BENS DE CONSUMO,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4539,sem_nps,sem_nps,promotor,detrator,promotor
T01060,0,PR,Sul,MANUFATURA,METAL-MECANICO & PLASTICO,Média,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,184,sem_nps,sem_nps,promotor,passivo,sem_nps
T00788,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,EDUCACIONAL - CORE,MODALIDADE SERVICOS RECORRENTES,00 - Mensal,CANCELADO,1394,sem_nps,sem_nps,passivo,sem_nps,promotor
T01060,0,PR,Sul,MANUFATURA,METAL-MECANICO & PLASTICO,Média,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,184,sem_nps,sem_nps,promotor,passivo,sem_nps
T01690,0,RS,Sul,CONSTRUCAO E PROJETOS,CONSTRUTORAS,Alta,SERVICOS - CORE,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,ATIVO,8434,sem_nps,sem_nps,detrator,detrator,passivo
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,BACKOFFICE - CORE,MODALIDADE SERVICOS RECORRENTES,00 - Mensal,CANCELADO,3531,sem_nps,sem_nps,promotor,promotor,promotor
T01060,0,PR,Sul,MANUFATURA,METAL-MECANICO & PLASTICO,Média,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,184,sem_nps,sem_nps,promotor,passivo,sem_nps
T01104,2,MG,Sudeste,LOGISTICA,TRANSPORTADOR,Média,GOODDATA,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,CANCELADO,5310,sem_nps,sem_nps,promotor,promotor,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,MODALIDADE TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,0,sem_nps,sem_nps,promotor,promotor,promotor
T00971,0,RS,Sul,MANUFATURA,BENS DURAVEIS,Baixa,MANUFATURA - CORE,MODALIDADE TRADICIONAL,00 - Mensal,TROCADO,4515,sem_nps,sem_nps,detrator,promotor,promotor
T00788,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,EDUCACIONAL - CORE,MODALIDADE SERVICOS RECORRENTES,00 - Mensal,CANCELADO,1394,sem_nps,sem_nps,passivo,sem_nps,promotor
T00971,0,RS,Sul,MANUFATURA,BENS DURAVEIS,Baixa,BACKOFFICE - CORE,MODALIDADE ASSINATURA (INTERA),00 - Mensal,ATIVO,8413,sem_nps,sem_nps,detrator,promotor,promotor
T01104,2,MG,Sudeste,LOGISTICA,TRANSPORTADOR,Média,BACKOFFICE - PARCEIRO,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,3480,sem_nps,sem_nps,promotor,promotor,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,MODALIDADE TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,0,sem_nps,sem_nps,promotor,promotor,promotor
T01008,2,SP,Sudeste,VAREJO,DROGARIA,Média,DISTRIBUICAO & VAREJO - CORE,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,6112,sem_nps,sem_nps,promotor,sem_nps,promotor
T01008,2,SP,Sudeste,VAREJO,DROGARIA,Média,DISTRIBUICAO & VAREJO - CORE,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,7076,sem_nps,sem_nps,promotor,sem_nps,promotor
T00788,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,0,sem_nps,sem_nps,passivo,sem_nps,promotor
T00788,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4504,sem_nps,sem_nps,passivo,sem_nps,promotor
T00788,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,150,sem_nps,sem_nps,passivo,sem_nps,promotor
T01104,2,MG,Sudeste,LOGISTICA,TRANSPORTADOR,Média,RH - CORE,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,ATIVO,6742,sem_nps,sem_nps,promotor,promotor,promotor
T00788,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,BSO,MODALIDADE SERVICOS RECORRENTES,00 - Mensal,ATIVO,4389,sem_nps,sem_nps,passivo,sem_nps,promotor
T01008,2,SP,Sudeste,VAREJO,DROGARIA,Média,DISTRIBUICAO & VAREJO - CORE,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,7122,sem_nps,sem_nps,promotor,sem_nps,promotor
T01173,2,ES,Sudeste,MANUFATURA,BENS DE CONSUMO,Média,MANUFATURA - PARCEIRO,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4539,sem_nps,sem_nps,promotor,detrator,promotor
T01104,2,MG,Sudeste,LOGISTICA,TRANSPORTADOR,Média,BACKOFFICE - PARCEIRO,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,3480,sem_nps,sem_nps,promotor,promotor,promotor
T01008,2,SP,Sudeste,VAREJO,DROGARIA,Média,DISTRIBUICAO & VAREJO - CORE,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,5728,sem_nps,sem_nps,promotor,sem_nps,promotor
T00788,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,RH - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,1876,sem_nps,sem_nps,passivo,sem_nps,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,MODALIDADE TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,1873,sem_nps,sem_nps,promotor,promotor,promotor
T01008,2,SP,Sudeste,VAREJO,DROGARIA,Média,DISTRIBUICAO & VAREJO - CORE,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,6112,sem_nps,sem_nps,promotor,sem_nps,promotor
T01060,0,PR,Sul,MANUFATURA,METAL-MECANICO & PLASTICO,Média,SOFTWARE COMPLEMENTAR,null,00 - Mensal,ATIVO,0,sem_nps,sem_nps,promotor,passivo,sem_nps
T01060,0,PR,Sul,MANUFATURA,METAL-MECANICO & PLASTICO,Média,MANUFATURA - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,184,sem_nps,sem_nps,promotor,passivo,sem_nps
T01173,2,ES,Sudeste,MANUFATURA,BENS DE CONSUMO,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,GRATUITO,4504,sem_nps,sem_nps,promotor,detrator,promotor
T01436,2,SP,Sudeste,CONSTRUCAO E PROJETOS,CONSTRUTORAS,Alta,DISTRIBUICAO & LOGISTICA - CORPORATIVO,MODALIDADE CORPORATIVO,00 - Mensal,ATIVO,2444,sem_nps,sem_nps,detrator,promotor,promotor
T01205,0,PE,Nordeste,MANUFATURA,BENS DE CONSUMO,Média,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4011,sem_nps,sem_nps,promotor,passivo,passivo
T01205,0,PE,Nordeste,MANUFATURA,BENS DE CONSUMO,Média,SERVICOS DE IMPLANTACAO,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,ATIVO,1442,sem_nps,sem_nps,promotor,passivo,passivo
T00673,2,SP,Sudeste,MANUFATURA,QUIMICA & RECICLAGEM,Média,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4398,sem_nps,sem_nps,detrator,promotor,passivo
T00971,0,RS,Sul,MANUFATURA,BENS DURAVEIS,Baixa,MANUFATURA - CORE,MODALIDADE TRADICIONAL,00 - Mensal,TROCADO,5265,sem_nps,sem_nps,detrator,promotor,promotor
T01205,0,PE,Nordeste,MANUFATURA,BENS DE CONSUMO,Média,SERVICOS DE IMPLANTACAO,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,ATIVO,1468,sem_nps,sem_nps,promotor,passivo,passivo
T01060,0,PR,Sul,MANUFATURA,METAL-MECANICO & PLASTICO,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,GRATUITO,184,sem_nps,sem_nps,promotor,passivo,sem_nps
T01104,2,MG,Sudeste,LOGISTICA,TRANSPORTADOR,Média,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,3061,sem_nps,sem_nps,promotor,promotor,promotor
T01702,2,SP,Sudeste,MANUFATURA,BENS DE CONSUMO,Alta,DISTRIBUICAO & VAREJO - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,1218,sem_nps,sem_nps,promotor,promotor,promotor
T01436,2,SP,Sudeste,CONSTRUCAO E PROJETOS,CONSTRUTORAS,Alta,DISTRIBUICAO & LOGISTICA - CORPORATIVO,MODALIDADE CORPORATIVO,00 - Mensal,ATIVO,3812,sem_nps,sem_nps,detrator,promotor,promotor
T01104,2,MG,Sudeste,LOGISTICA,TRANSPORTADOR,Média,BACKOFFICE - PARCEIRO,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,CANCELADO,4816,sem_nps,sem_nps,promotor,promotor,promotor
T01173,2,ES,Sudeste,MANUFATURA,BENS DE CONSUMO,Média,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4508,sem_nps,sem_nps,promotor,detrator,promotor
T00971,0,RS,Sul,MANUFATURA,BENS DURAVEIS,Baixa,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,TROCADO,5265,sem_nps,sem_nps,detrator,promotor,promotor
T01104,2,MG,Sudeste,LOGISTICA,TRANSPORTADOR,Média,SOFTWARE COMPLEMENTAR,null,00 - Mensal,ATIVO,3908,sem_nps,sem_nps,promotor,promotor,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,MODALIDADE TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,0,sem_nps,sem_nps,promotor,promotor,promotor
T00971,0,RS,Sul,MANUFATURA,BENS DURAVEIS,Baixa,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,768,sem_nps,sem_nps,detrator,promotor,promotor
T00788,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,0,sem_nps,sem_nps,passivo,sem_nps,promotor
T01008,2,SP,Sudeste,VAREJO,DROGARIA,Média,CLOUD INTERA,MODALIDADE SERVICOS RECORRENTES,00 - Mensal,ATIVO,10250,sem_nps,sem_nps,promotor,sem_nps,promotor
T01008,2,SP,Sudeste,VAREJO,DROGARIA,Média,DISTRIBUICAO & VAREJO - CORE,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,6112,sem_nps,sem_nps,promotor,sem_nps,promotor
T01008,2,SP,Sudeste,VAREJO,DROGARIA,Média,CROSS - PARCEIRO,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,7626,sem_nps,sem_nps,promotor,sem_nps,promotor
T01690,0,RS,Sul,CONSTRUCAO E PROJETOS,CONSTRUTORAS,Alta,BSO,MODALIDADE SERVICOS RECORRENTES,00 - Mensal,ATIVO,3080,sem_nps,sem_nps,detrator,detrator,passivo
T00788,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,0,sem_nps,sem_nps,passivo,sem_nps,promotor
T01008,2,SP,Sudeste,VAREJO,DROGARIA,Média,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,6051,sem_nps,sem_nps,promotor,sem_nps,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,MODALIDADE TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,0,sem_nps,sem_nps,promotor,promotor,promotor
T01104,2,MG,Sudeste,LOGISTICA,TRANSPORTADOR,Média,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,3061,sem_nps,sem_nps,promotor,promotor,promotor
T00788,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4504,sem_nps,sem_nps,passivo,sem_nps,promotor
T01008,2,SP,Sudeste,VAREJO,DROGARIA,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,6810,sem_nps,sem_nps,promotor,sem_nps,promotor
T01526,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Baixa,SOFTWARE COMPLEMENTAR,null,00 - Mensal,ATIVO,6111,sem_nps,sem_nps,promotor,promotor,sem_nps
T01173,2,ES,Sudeste,MANUFATURA,BENS DE CONSUMO,Média,SERVICOS DE IMPLANTACAO,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,ATIVO,2383,sem_nps,sem_nps,promotor,detrator,promotor
T01104,2,MG,Sudeste,LOGISTICA,TRANSPORTADOR,Média,FLUIG - CORE,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,3061,sem_nps,sem_nps,promotor,promotor,promotor
T01060,0,PR,Sul,MANUFATURA,METAL-MECANICO & PLASTICO,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,GRATUITO,184,sem_nps,sem_nps,promotor,passivo,sem_nps
T01205,0,PE,Nordeste,MANUFATURA,BENS DE CONSUMO,Média,RH - PARCEIRO,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4909,sem_nps,sem_nps,promotor,passivo,passivo
T01205,0,PE,Nordeste,MANUFATURA,BENS DE CONSUMO,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,6565,sem_nps,sem_nps,promotor,passivo,passivo
T00673,2,SP,Sudeste,MANUFATURA,QUIMICA & RECICLAGEM,Média,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4398,sem_nps,sem_nps,detrator,promotor,passivo
T01008,2,SP,Sudeste,VAREJO,DROGARIA,Média,CROSS - INTERA,MODALIDADE INTERA 17,00 - Mensal,ATIVO,9130,sem_nps,sem_nps,promotor,sem_nps,promotor
T01104,2,MG,Sudeste,LOGISTICA,TRANSPORTADOR,Média,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,3061,sem_nps,sem_nps,promotor,promotor,promotor
T01104,2,MG,Sudeste,LOGISTICA,TRANSPORTADOR,Média,SOFTWARE COMPLEMENTAR,null,00 - Mensal,ATIVO,3908,sem_nps,sem_nps,promotor,promotor,promotor
T01205,0,PE,Nordeste,MANUFATURA,BENS DE CONSUMO,Média,SERVICOS DE IMPLANTACAO,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,ATIVO,1468,sem_nps,sem_nps,promotor,passivo,passivo
T01008,2,SP,Sudeste,VAREJO,DROGARIA,Média,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,7807,sem_nps,sem_nps,promotor,sem_nps,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,MODALIDADE TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,0,sem_nps,sem_nps,promotor,promotor,promotor
T01526,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Baixa,SOFTWARE COMPLEMENTAR,null,00 - Mensal,ATIVO,6111,sem_nps,sem_nps,promotor,promotor,sem_nps
T01526,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Baixa,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,6727,sem_nps,sem_nps,promotor,promotor,sem_nps
T00971,0,RS,Sul,MANUFATURA,BENS DURAVEIS,Baixa,SERVICOS - CORE,SERIE 3,00 - Mensal,TROCADO,4214,sem_nps,sem_nps,detrator,promotor,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,SERVICOS DE IMPLANTACAO,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,ATIVO,1223,sem_nps,sem_nps,promotor,promotor,promotor
T01060,0,PR,Sul,MANUFATURA,METAL-MECANICO & PLASTICO,Média,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,GRATUITO,184,sem_nps,sem_nps,promotor,passivo,sem_nps
T00788,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,RH - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,0,sem_nps,sem_nps,passivo,sem_nps,promotor
T01008,2,SP,Sudeste,VAREJO,DROGARIA,Média,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,5727,sem_nps,sem_nps,promotor,sem_nps,promotor
